Business Name,Address,City,State,ZIP Code,Phone,Website,Detected Category,Rating,Reviews,Search Term,Map Rank,Search Source,Image URL,Sponsored?,Google Maps URL,Latitude,Longitude
Fuller Smiles - Venice,9808 Venice Blvd. #506,Culver City,CA,90232,(310) 204-2475,https://dentistoflosangeles.com/,Dentist,4.8,,Dentists near los angeles,1,Google Maps,https://lh3.googleusercontent.com/p/AF1QipOk6BHP_XZDV2xaiZXNqEJ5Eydd-2wH802S4BeN,false,https://www.google.com/maps/place/Fuller+Smiles+-+Venice/data=!4m7!3m6!1s0x80c2ba2945b13b0f:0xb6da5663ce6afa20!8m2!3d34.0234154!4d-118.3979021!16s%2Fg%2F11c5gb_42f!19sChIJDzuxRSm6woARIPpqzmNW2rY?authuser=0&hl=en&rclk=1,,
"Danishwar Dentistry: Afsana Danishwar, DDS",5814 Obama Blvd,Los Angeles,CA,90016,(310) 405-0804,https://www.danishwardentistry.com/,Dentist,4.8,,Dentists near los angeles,2,Google Maps,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSycHwPgtC5lwLHVLlYXUO-0DopSULg_tZ7QK25DFYpEaw3P1enDKFwFoiyMAnYK2ZFmKGcHLjtPCkwfI9X9P2wzK8xS3tq1y4MXbbm5mttuQtOXxgHauUjo4Yq7lbuV3YPmbPlNaw=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Danishwar+Dentistry:+Afsana+Danishwar,+DDS/data=!4m7!3m6!1s0x80c29007be3dbe7d:0x32d20e48bcafcc36!8m2!3d34.0211387!4d-118.3729709!16s%2Fg%2F1tdhf7tc!19sChIJfb49vgeQwoARNsyvvEgO0jI?authuser=0&hl=en&rclk=1",,
Ladera Dental,5814 Obama Blvd,Los Angeles,CA,90016,(310) 836-7200,https://www.danishwardentistry.com/,Dentist,3.9,,Dentists near los angeles,3,Google Maps,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxQ__kTX2u88d_tLSCEqAsZcQA6rdwMqhCwmY4brc8AvuR3vvuN9lU4T_RDs94PBcECREj3HZ6w9oVAn_JyW7gMSpEk2nzqRypmyVXbg_ZAYk3iwdUFfTzRQgJqtOiXQZaRfrLlRmHO1xE,false,https://www.google.com/maps/place/Ladera+Dental/data=!4m7!3m6!1s0x80c2b996f2f73515:0x32f2c4ebf4c43107!8m2!3d34.0211945!4d-118.3729774!16s%2Fg%2F1trxkjt7!19sChIJFTX38pa5woARBzHE9OvE8jI?authuser=0&hl=en&rclk=1,,
United Dental Care,3909 Sepulveda Blvd,Culver City,CA,90230,(310) 390-6000,http://culvercitydentist.com/,Dentist,4.9,,Dentists near los angeles,4,Google Maps,https://lh3.googleusercontent.com/p/AF1QipPsRzGeiIPw9uvv3r7LRtPVwkGEAX5PlGeFci6z=w32-h32-p-k-no,false,https://www.google.com/maps/place/United+Dental+Care/data=!4m7!3m6!1s0x80c2ba38a24d54d7:0xa241d4c9dd793f1!8m2!3d34.0107296!4d-118.4157404!16s%2Fg%2F1w6_p2b4!19sChIJ11RNoji6woAR8ZPXnUwdJAo?authuser=0&hl=en&rclk=1,,
Assure Dental of Culver City,5795 Washington Blvd,Culver City,CA,90232,(310) 572-6167,https://assuredentalcare.com/,Dentist,4.4,,Dentists near los angeles,5,Google Maps,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzY17OXAzQQqy_tK2EXwfbf2_w-xwwkHUhBwcnmaadTchasBGOZbLxIZkkpS1MpZwVjoZA5ymK312SNI25kubvuzzWwVNuZRcAZWOgci-48PznK4H6-V8HMchlJKU-RytqeTOjd,false,https://www.google.com/maps/place/Assure+Dental+of+Culver+City/data=!4m7!3m6!1s0x80c2b99fa2cf11cb:0x3dbe32c8e9ab0ff7!8m2!3d34.034104!4d-118.3711247!16s%2Fg%2F11b75gz_j1!19sChIJyxHPop-5woAR9w-r6cgyvj0?authuser=0&hl=en&rclk=1,,
Fuller Smiles - Venice,9808 Venice Blvd. #506,Culver City,CA,90232,(310) 204-2475,https://dentistoflosangeles.com/,Dentist,4.8,,Dentists near los angeles,1,Google Maps,https://lh3.googleusercontent.com/p/AF1QipOk6BHP_XZDV2xaiZXNqEJ5Eydd-2wH802S4BeN,false,https://www.google.com/maps/place/Fuller+Smiles+-+Venice/data=!4m7!3m6!1s0x80c2ba2945b13b0f:0xb6da5663ce6afa20!8m2!3d34.0234154!4d-118.3979021!16s%2Fg%2F11c5gb_42f!19sChIJDzuxRSm6woARIPpqzmNW2rY?authuser=0&hl=en&rclk=1,,
"Danishwar Dentistry: Afsana Danishwar, DDS",5814 Obama Blvd,Los Angeles,CA,90016,(310) 405-0804,https://www.danishwardentistry.com/,Dentist,4.8,,Dentists near los angeles,2,Google Maps,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSycHwPgtC5lwLHVLlYXUO-0DopSULg_tZ7QK25DFYpEaw3P1enDKFwFoiyMAnYK2ZFmKGcHLjtPCkwfI9X9P2wzK8xS3tq1y4MXbbm5mttuQtOXxgHauUjo4Yq7lbuV3YPmbPlNaw=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Danishwar+Dentistry:+Afsana+Danishwar,+DDS/data=!4m7!3m6!1s0x80c29007be3dbe7d:0x32d20e48bcafcc36!8m2!3d34.0211387!4d-118.3729709!16s%2Fg%2F1tdhf7tc!19sChIJfb49vgeQwoARNsyvvEgO0jI?authuser=0&hl=en&rclk=1",,
Ladera Dental,5814 Obama Blvd,Los Angeles,CA,90016,(310) 836-7200,https://www.danishwardentistry.com/,Dentist,3.9,,Dentists near los angeles,3,Google Maps,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxQ__kTX2u88d_tLSCEqAsZcQA6rdwMqhCwmY4brc8AvuR3vvuN9lU4T_RDs94PBcECREj3HZ6w9oVAn_JyW7gMSpEk2nzqRypmyVXbg_ZAYk3iwdUFfTzRQgJqtOiXQZaRfrLlRmHO1xE,false,https://www.google.com/maps/place/Ladera+Dental/data=!4m7!3m6!1s0x80c2b996f2f73515:0x32f2c4ebf4c43107!8m2!3d34.0211945!4d-118.3729774!16s%2Fg%2F1trxkjt7!19sChIJFTX38pa5woARBzHE9OvE8jI?authuser=0&hl=en&rclk=1,,
United Dental Care,3909 Sepulveda Blvd,Culver City,CA,90230,(310) 390-6000,http://culvercitydentist.com/,Dentist,4.9,,Dentists near los angeles,4,Google Maps,https://lh3.googleusercontent.com/p/AF1QipPsRzGeiIPw9uvv3r7LRtPVwkGEAX5PlGeFci6z=w32-h32-p-k-no,false,https://www.google.com/maps/place/United+Dental+Care/data=!4m7!3m6!1s0x80c2ba38a24d54d7:0xa241d4c9dd793f1!8m2!3d34.0107296!4d-118.4157404!16s%2Fg%2F1w6_p2b4!19sChIJ11RNoji6woAR8ZPXnUwdJAo?authuser=0&hl=en&rclk=1,,
Assure Dental of Culver City,5795 Washington Blvd,Culver City,CA,90232,(310) 572-6167,https://assuredentalcare.com/,Dentist,4.4,,Dentists near los angeles,5,Google Maps,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzY17OXAzQQqy_tK2EXwfbf2_w-xwwkHUhBwcnmaadTchasBGOZbLxIZkkpS1MpZwVjoZA5ymK312SNI25kubvuzzWwVNuZRcAZWOgci-48PznK4H6-V8HMchlJKU-RytqeTOjd,false,https://www.google.com/maps/place/Assure+Dental+of+Culver+City/data=!4m7!3m6!1s0x80c2b99fa2cf11cb:0x3dbe32c8e9ab0ff7!8m2!3d34.034104!4d-118.3711247!16s%2Fg%2F11b75gz_j1!19sChIJyxHPop-5woAR9w-r6cgyvj0?authuser=0&hl=en&rclk=1,,
Beverlywood Dental,8515 Venice Blvd.,Los Angeles,CA,90034,(310) 839-3900,http://www.beverlywooddental.com/,Cosmetic dentist,4.1,,Dentists near los angeles,6,Google Maps,https://lh3.googleusercontent.com/a-/ALV-UjVrTOGmfiqAZrohr646NN2QhYHSSpBmdIFsfHGSsBXkEkJkMGE8=w36-h36-p-rp-mo-ba3-br100,false,https://www.google.com/maps/place/Beverlywood+Dental/data=!4m7!3m6!1s0x80c2b97634f8612d:0xbd0d214a862a4edf!8m2!3d34.0354911!4d-118.3783944!16s%2Fg%2F1trtvl6m!19sChIJLWH4NHa5woAR304qhkohDb0?authuser=0&hl=en&rclk=1,,
Fuller Smiles - Venice,9808 Venice Blvd. #506,Culver City,CA,90232,(310) 204-2475,https://dentistoflosangeles.com/,Dentist,4.8,,Dentists near los angeles,1,Google Maps,https://lh3.googleusercontent.com/p/AF1QipOk6BHP_XZDV2xaiZXNqEJ5Eydd-2wH802S4BeN,false,https://www.google.com/maps/place/Fuller+Smiles+-+Venice/data=!4m7!3m6!1s0x80c2ba2945b13b0f:0xb6da5663ce6afa20!8m2!3d34.0234154!4d-118.3979021!16s%2Fg%2F11c5gb_42f!19sChIJDzuxRSm6woARIPpqzmNW2rY?authuser=0&hl=en&rclk=1,,
"Danishwar Dentistry: Afsana Danishwar, DDS",5814 Obama Blvd,Los Angeles,CA,90016,(310) 405-0804,https://www.danishwardentistry.com/,Dentist,4.8,,Dentists near los angeles,2,Google Maps,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSycHwPgtC5lwLHVLlYXUO-0DopSULg_tZ7QK25DFYpEaw3P1enDKFwFoiyMAnYK2ZFmKGcHLjtPCkwfI9X9P2wzK8xS3tq1y4MXbbm5mttuQtOXxgHauUjo4Yq7lbuV3YPmbPlNaw=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Danishwar+Dentistry:+Afsana+Danishwar,+DDS/data=!4m7!3m6!1s0x80c29007be3dbe7d:0x32d20e48bcafcc36!8m2!3d34.0211387!4d-118.3729709!16s%2Fg%2F1tdhf7tc!19sChIJfb49vgeQwoARNsyvvEgO0jI?authuser=0&hl=en&rclk=1",,
Ladera Dental,5814 Obama Blvd,Los Angeles,CA,90016,(310) 836-7200,https://www.danishwardentistry.com/,Dentist,3.9,,Dentists near los angeles,3,Google Maps,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxQ__kTX2u88d_tLSCEqAsZcQA6rdwMqhCwmY4brc8AvuR3vvuN9lU4T_RDs94PBcECREj3HZ6w9oVAn_JyW7gMSpEk2nzqRypmyVXbg_ZAYk3iwdUFfTzRQgJqtOiXQZaRfrLlRmHO1xE,false,https://www.google.com/maps/place/Ladera+Dental/data=!4m7!3m6!1s0x80c2b996f2f73515:0x32f2c4ebf4c43107!8m2!3d34.0211945!4d-118.3729774!16s%2Fg%2F1trxkjt7!19sChIJFTX38pa5woARBzHE9OvE8jI?authuser=0&hl=en&rclk=1,,
United Dental Care,3909 Sepulveda Blvd,Culver City,CA,90230,(310) 390-6000,http://culvercitydentist.com/,Dentist,4.9,,Dentists near los angeles,4,Google Maps,https://lh3.googleusercontent.com/p/AF1QipPsRzGeiIPw9uvv3r7LRtPVwkGEAX5PlGeFci6z=w32-h32-p-k-no,false,https://www.google.com/maps/place/United+Dental+Care/data=!4m7!3m6!1s0x80c2ba38a24d54d7:0xa241d4c9dd793f1!8m2!3d34.0107296!4d-118.4157404!16s%2Fg%2F1w6_p2b4!19sChIJ11RNoji6woAR8ZPXnUwdJAo?authuser=0&hl=en&rclk=1,,
Assure Dental of Culver City,5795 Washington Blvd,Culver City,CA,90232,(310) 572-6167,https://assuredentalcare.com/,Dentist,4.4,,Dentists near los angeles,5,Google Maps,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzY17OXAzQQqy_tK2EXwfbf2_w-xwwkHUhBwcnmaadTchasBGOZbLxIZkkpS1MpZwVjoZA5ymK312SNI25kubvuzzWwVNuZRcAZWOgci-48PznK4H6-V8HMchlJKU-RytqeTOjd,false,https://www.google.com/maps/place/Assure+Dental+of+Culver+City/data=!4m7!3m6!1s0x80c2b99fa2cf11cb:0x3dbe32c8e9ab0ff7!8m2!3d34.034104!4d-118.3711247!16s%2Fg%2F11b75gz_j1!19sChIJyxHPop-5woAR9w-r6cgyvj0?authuser=0&hl=en&rclk=1,,
Beverlywood Dental,8515 Venice Blvd.,Los Angeles,CA,90034,(310) 839-3900,http://www.beverlywooddental.com/,Cosmetic dentist,4.1,,Dentists near los angeles,6,Google Maps,https://lh3.googleusercontent.com/a-/ALV-UjVrTOGmfiqAZrohr646NN2QhYHSSpBmdIFsfHGSsBXkEkJkMGE8=w36-h36-p-rp-mo-ba3-br100,false,https://www.google.com/maps/place/Beverlywood+Dental/data=!4m7!3m6!1s0x80c2b97634f8612d:0xbd0d214a862a4edf!8m2!3d34.0354911!4d-118.3783944!16s%2Fg%2F1trtvl6m!19sChIJLWH4NHa5woAR304qhkohDb0?authuser=0&hl=en&rclk=1,,
Smile Design Dental,8530 W Pico Blvd,Los Angeles,CA,90035,(310) 499-2549,https://www.smiledesignlosangeles.com/,Cosmetic dentist,4.9,,Dentists near los angeles,7,Google Maps,https://lh3.googleusercontent.com/p/AF1QipMd5rcziB4zDYGtuo_47eGL8U8AmWGygu1ih96-=w32-h32-p-k-no,false,https://www.google.com/maps/place/Smile+Design+Dental/data=!4m7!3m6!1s0x80c2b969913aea8b:0xcf81380cea05f0c3!8m2!3d34.0532853!4d-118.376982!16s%2Fg%2F1td13js9!19sChIJi-o6kWm5woARw_AF6gw4gc8?authuser=0&hl=en&rclk=1,,
Fuller Smiles - Venice,9808 Venice Blvd. #506,Culver City,CA,90232,(310) 204-2475,https://dentistoflosangeles.com/,Dentist,4.8,,Dentists near los angeles,1,Google Maps,https://lh3.googleusercontent.com/p/AF1QipOk6BHP_XZDV2xaiZXNqEJ5Eydd-2wH802S4BeN,false,https://www.google.com/maps/place/Fuller+Smiles+-+Venice/data=!4m7!3m6!1s0x80c2ba2945b13b0f:0xb6da5663ce6afa20!8m2!3d34.0234154!4d-118.3979021!16s%2Fg%2F11c5gb_42f!19sChIJDzuxRSm6woARIPpqzmNW2rY?authuser=0&hl=en&rclk=1,,
"Danishwar Dentistry: Afsana Danishwar, DDS",5814 Obama Blvd,Los Angeles,CA,90016,(310) 405-0804,https://www.danishwardentistry.com/,Dentist,4.8,,Dentists near los angeles,2,Google Maps,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSycHwPgtC5lwLHVLlYXUO-0DopSULg_tZ7QK25DFYpEaw3P1enDKFwFoiyMAnYK2ZFmKGcHLjtPCkwfI9X9P2wzK8xS3tq1y4MXbbm5mttuQtOXxgHauUjo4Yq7lbuV3YPmbPlNaw=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Danishwar+Dentistry:+Afsana+Danishwar,+DDS/data=!4m7!3m6!1s0x80c29007be3dbe7d:0x32d20e48bcafcc36!8m2!3d34.0211387!4d-118.3729709!16s%2Fg%2F1tdhf7tc!19sChIJfb49vgeQwoARNsyvvEgO0jI?authuser=0&hl=en&rclk=1",,
Ladera Dental,5814 Obama Blvd,Los Angeles,CA,90016,(310) 836-7200,https://www.danishwardentistry.com/,Dentist,3.9,,Dentists near los angeles,3,Google Maps,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxQ__kTX2u88d_tLSCEqAsZcQA6rdwMqhCwmY4brc8AvuR3vvuN9lU4T_RDs94PBcECREj3HZ6w9oVAn_JyW7gMSpEk2nzqRypmyVXbg_ZAYk3iwdUFfTzRQgJqtOiXQZaRfrLlRmHO1xE,false,https://www.google.com/maps/place/Ladera+Dental/data=!4m7!3m6!1s0x80c2b996f2f73515:0x32f2c4ebf4c43107!8m2!3d34.0211945!4d-118.3729774!16s%2Fg%2F1trxkjt7!19sChIJFTX38pa5woARBzHE9OvE8jI?authuser=0&hl=en&rclk=1,,
United Dental Care,3909 Sepulveda Blvd,Culver City,CA,90230,(310) 390-6000,http://culvercitydentist.com/,Dentist,4.9,,Dentists near los angeles,4,Google Maps,https://lh3.googleusercontent.com/p/AF1QipPsRzGeiIPw9uvv3r7LRtPVwkGEAX5PlGeFci6z=w32-h32-p-k-no,false,https://www.google.com/maps/place/United+Dental+Care/data=!4m7!3m6!1s0x80c2ba38a24d54d7:0xa241d4c9dd793f1!8m2!3d34.0107296!4d-118.4157404!16s%2Fg%2F1w6_p2b4!19sChIJ11RNoji6woAR8ZPXnUwdJAo?authuser=0&hl=en&rclk=1,,
Assure Dental of Culver City,5795 Washington Blvd,Culver City,CA,90232,(310) 572-6167,https://assuredentalcare.com/,Dentist,4.4,,Dentists near los angeles,5,Google Maps,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzY17OXAzQQqy_tK2EXwfbf2_w-xwwkHUhBwcnmaadTchasBGOZbLxIZkkpS1MpZwVjoZA5ymK312SNI25kubvuzzWwVNuZRcAZWOgci-48PznK4H6-V8HMchlJKU-RytqeTOjd,false,https://www.google.com/maps/place/Assure+Dental+of+Culver+City/data=!4m7!3m6!1s0x80c2b99fa2cf11cb:0x3dbe32c8e9ab0ff7!8m2!3d34.034104!4d-118.3711247!16s%2Fg%2F11b75gz_j1!19sChIJyxHPop-5woAR9w-r6cgyvj0?authuser=0&hl=en&rclk=1,,
Beverlywood Dental,8515 Venice Blvd.,Los Angeles,CA,90034,(310) 839-3900,http://www.beverlywooddental.com/,Cosmetic dentist,4.1,,Dentists near los angeles,6,Google Maps,https://lh3.googleusercontent.com/a-/ALV-UjVrTOGmfiqAZrohr646NN2QhYHSSpBmdIFsfHGSsBXkEkJkMGE8=w36-h36-p-rp-mo-ba3-br100,false,https://www.google.com/maps/place/Beverlywood+Dental/data=!4m7!3m6!1s0x80c2b97634f8612d:0xbd0d214a862a4edf!8m2!3d34.0354911!4d-118.3783944!16s%2Fg%2F1trtvl6m!19sChIJLWH4NHa5woAR304qhkohDb0?authuser=0&hl=en&rclk=1,,
Smile Design Dental,8530 W Pico Blvd,Los Angeles,CA,90035,(310) 499-2549,https://www.smiledesignlosangeles.com/,Cosmetic dentist,4.9,,Dentists near los angeles,7,Google Maps,https://lh3.googleusercontent.com/p/AF1QipMd5rcziB4zDYGtuo_47eGL8U8AmWGygu1ih96-=w32-h32-p-k-no,false,https://www.google.com/maps/place/Smile+Design+Dental/data=!4m7!3m6!1s0x80c2b969913aea8b:0xcf81380cea05f0c3!8m2!3d34.0532853!4d-118.376982!16s%2Fg%2F1td13js9!19sChIJi-o6kWm5woARw_AF6gw4gc8?authuser=0&hl=en&rclk=1,,
Bright Now! Dental – Los Angeles (Central LA),4550 W Pico Blvd Suite C309,Los Angeles,CA,90019,(323) 602-0590,https://www.brightnow.com/dental-office/los-angeles/10710/?utm_source=generic&utm_medium=profiles&utm_campaign=local_profiles,Dentist,3.7,,Dentists near los angeles,8,Google Maps,https://lh3.googleusercontent.com/p/AF1QipMWV1m9Rr9unuUw7Xpuny8HJF23Ji5naacnSXLu=w32-h32-p-k-no,false,https://www.google.com/maps/place/Bright+Now!+Dental+%E2%80%93+Los+Angeles+%28Central+LA%29/data=!4m7!3m6!1s0x80c2b8f9d90d3bcf:0x87c8dc1f96a9f65a!8m2!3d34.0484652!4d-118.3358652!16s%2Fg%2F1tf6ly0s!19sChIJzzsN2fm4woARWvaplh_cyIc?authuser=0&hl=en&rclk=1,,
Fuller Smiles - Venice,9808 Venice Blvd. #506,Culver City,CA,90232,(310) 204-2475,https://dentistoflosangeles.com/,Dentist,4.8,,Dentists near los angeles,1,Google Maps,https://lh3.googleusercontent.com/p/AF1QipOk6BHP_XZDV2xaiZXNqEJ5Eydd-2wH802S4BeN,false,https://www.google.com/maps/place/Fuller+Smiles+-+Venice/data=!4m7!3m6!1s0x80c2ba2945b13b0f:0xb6da5663ce6afa20!8m2!3d34.0234154!4d-118.3979021!16s%2Fg%2F11c5gb_42f!19sChIJDzuxRSm6woARIPpqzmNW2rY?authuser=0&hl=en&rclk=1,,
